order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,customer_name,customer_segment,product_id,product_name,category,price,rating,feedback_text,feedback_category,sentiment,Date,Value_Type,Value,delivery_time_minutes,distance_km,reasons_if_delayed,Products.product_id,img,Customer.area
8607953669,67340606,2023-06-10 10:33:47.000,2023-06-10 10:53:47.000,2023-06-10 10:50:47.000,"On Time",1274.25,"Cash",43374,2780,"Onkar Arya","Premium",34186,"Mangoes","Fruits & Vegetables",925.65,4,"Delivery was fine, but the product could be better.","Product Quality","Neutral",2023-06-10 00:00:00.000,"Quantity",3,-3,0.92,"",34186,"https://i.postimg.cc/sgsWvyb6/fruits.png","Tirunelveli"
414299117,41008070,2023-07-28 06:31:14.000,2023-07-28 06:50:14.000,2023-07-28 06:50:14.000,"On Time",2257.55,"Cash",13455,3924,"Libni Dua","New",470449,"Frozen Biryani","Instant & Frozen Food",827.77,4,"It was okay, nothing special.","App Experience","Neutral",2023-07-28 00:00:00.000,"Quantity",3,0,4.8,"",470449,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Vijayawada"
4635037652,69925688,2024-01-23 20:40:54.000,2024-01-23 20:55:54.000,2024-01-23 20:50:54.000,"On Time",493.19,"Wallet",80201,3882,"Yashica Sehgal","Inactive",256783,"Pet Treats","Pet Care",906.54,4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral",2024-01-23 00:00:00.000,"Quantity",3,-5,0.93,"",256783,"https://i.postimg.cc/FRMdmQjx/pet-food.png","Nandyal"
1149676745,6247821,2023-10-20 20:14:01.000,2023-10-20 20:29:01.000,2023-10-20 20:29:01.000,"On Time",1168.51,"Card",84700,5092,"Mekhala Vora","Regular",94225,"Toilet Cleaner","Household Care",77.11,4,"Delivery was fine, but the product could be better.","Delivery","Neutral",2023-10-20 00:00:00.000,"Quantity",3,0,1.02,"",94225,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Panvel"
9039053330,82425179,2023-08-16 10:15:50.000,2023-08-16 10:26:50.000,2023-08-16 10:25:50.000,"On Time",2077.55,"UPI",93032,8513,"Gagan Patil","Regular",94225,"Toilet Cleaner","Household Care",77.11,4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral",2023-08-16 00:00:00.000,"Quantity",3,-1,3.5,"",94225,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Kakinada"
69932727,83236183,2024-08-28 16:10:09.000,2024-08-28 16:25:09.000,2024-08-28 16:20:09.000,"On Time",2192.28,"Wallet",15976,6580,"Zayan Kalla","New",753354,"Shampoo","Personal Care",423.56,4,"Delivery was fine, but the product could be better.","Product Quality","Neutral",2024-08-28 00:00:00.000,"Quantity",3,-5,1.82,"",753354,"https://i.postimg.cc/hvmm7GSw/personal-care.png","Panihati"
8916648395,8138417,2023-07-15 16:37:10.000,2023-07-15 16:56:10.000,2023-07-15 16:55:10.000,"On Time",2209.24,"UPI",76482,7363,"Champak Narayan","Premium",952168,"Popcorn","Snacks & Munchies",236.95,4,"The product met my expectations.","Delivery","Neutral",2023-07-15 00:00:00.000,"Quantity",3,-1,0.83,"",952168,"https://i.postimg.cc/CKP7Ydrp/snacks.png","Nangloi Jat"
9064682961,17597449,2024-07-04 13:14:05.000,2024-07-04 13:31:05.000,2024-07-04 13:30:05.000,"On Time",3580.75,"Cash",74646,1609,"Umang Dhingra","Inactive",799688,"Lotion","Personal Care",309.62,4,"The product met my expectations.","Customer Service","Neutral",2024-07-04 00:00:00.000,"Quantity",3,-1,3.91,"",799688,"https://i.postimg.cc/hvmm7GSw/personal-care.png","Guna"
5790622967,81091233,2024-02-27 00:21:45.000,2024-02-27 00:35:45.000,2024-02-27 00:34:45.000,"On Time",1816.39,"Cash",37995,214,"Divya Dada","Regular",137909,"Cough Syrup","Pharmacy",864.3,4,"Delivery was fine, but the product could be better.","Customer Service","Neutral",2024-02-27 00:00:00.000,"Quantity",3,-1,4.92,"",137909,"https://i.postimg.cc/W3x7FCP9/pharmacy.png","Durgapur"
8556188247,46623192,2023-10-05 18:10:58.000,2023-10-05 18:23:58.000,2023-10-05 18:21:58.000,"On Time",618.09,"Card",41435,4376,"Warinder Sastry","New",721521,"Rice","Grocery & Staples",417.39,4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral",2023-10-05 00:00:00.000,"Quantity",3,-2,1.67,"",721521,"https://i.postimg.cc/jSc7fmbs/grocery.png","Nizamabad"
6856986497,3421258,2024-02-19 15:44:34.000,2024-02-19 16:03:34.000,2024-02-19 16:01:34.000,"On Time",223.27,"Cash",55218,6706,"Ishita Chaudhuri","Premium",328457,"Mango Drink","Cold Drinks & Juices",858.57,4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral",2024-02-19 00:00:00.000,"Quantity",3,-2,1.69,"",328457,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Kota"
2937550786,72946405,2023-08-06 08:03:35.000,2023-08-06 08:18:35.000,2023-08-06 08:14:35.000,"On Time",1638.19,"Card",59192,2083,"Ria Kuruvilla","Premium",739448,"Dish Soap","Household Care",755.66,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2023-08-06 00:00:00.000,"Quantity",3,-4,4.47,"",739448,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Kulti"
5388573375,77128325,2024-03-07 12:50:53.000,2024-03-07 13:01:53.000,2024-03-07 13:01:53.000,"On Time",3993.4,"Cash",45401,342,"Yug Mangat","Regular",652118,"Frozen Biryani","Instant & Frozen Food",22.04,4,"Average experience, could improve.","Delivery","Neutral",2024-03-07 00:00:00.000,"Quantity",3,0,4.54,"",652118,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Satna"
1775389576,15830066,2024-03-10 06:34:09.000,2024-03-10 06:53:09.000,2024-03-10 06:52:09.000,"On Time",941.19,"Wallet",59128,4879,"Rishi Krishnan","New",961614,"Chocolates","Snacks & Munchies",227.22,4,"Delivery was fine, but the product could be better.","Product Quality","Neutral",2024-03-10 00:00:00.000,"Quantity",3,-1,0.67,"",961614,"https://i.postimg.cc/CKP7Ydrp/snacks.png","Mira-Bhayandar"
6367306297,17201639,2023-09-25 11:13:00.000,2023-09-25 11:33:00.000,2023-09-25 11:29:00.000,"On Time",3012.27,"Cash",66042,4611,"Vidhi Toor","New",196719,"Bananas","Fruits & Vegetables",217.5,4,"It was okay, nothing special.","App Experience","Neutral",2023-09-25 00:00:00.000,"Quantity",3,-4,3.58,"",196719,"https://i.postimg.cc/sgsWvyb6/fruits.png","Korba"
1086881691,77035814,2024-04-10 17:22:10.000,2024-04-10 17:37:10.000,2024-04-10 17:35:10.000,"On Time",1914.71,"Cash",6106,7392,"Ishaan Mohanty","Inactive",621677,"Frozen Biryani","Instant & Frozen Food",317.8,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral",2024-04-10 00:00:00.000,"Quantity",3,-2,3.75,"",621677,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Bhimavaram"
3514589876,59620534,2023-10-17 21:03:10.000,2023-10-17 21:20:10.000,2023-10-17 21:20:10.000,"On Time",976.55,"UPI",24168,3649,"Oeshi Sethi","Premium",669378,"Potatoes","Fruits & Vegetables",212.14,4,"Average experience, could improve.","App Experience","Neutral",2023-10-17 00:00:00.000,"Quantity",3,0,4.1,"",669378,"https://i.postimg.cc/sgsWvyb6/fruits.png","Ambattur"
5887288860,40587811,2024-03-01 21:18:19.000,2024-03-01 21:35:19.000,2024-03-01 21:32:19.000,"On Time",3395.38,"Cash",90694,1299,"Jeevika Rajagopalan","Inactive",146840,"Bread","Dairy & Breakfast",786.85,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral",2024-03-01 00:00:00.000,"Quantity",3,-3,4.07,"",146840,"https://i.postimg.cc/X7wFjX1B/food.png","Adoni"
4786027510,5001749,2024-09-30 12:17:24.000,2024-09-30 12:33:24.000,2024-09-30 12:28:24.000,"On Time",418.48,"UPI",27204,359,"Dayamai Chanda","Inactive",33955,"Frozen Pizza","Instant & Frozen Food",186.08,4,"It was okay, nothing special.","Delivery","Neutral",2024-09-30 00:00:00.000,"Quantity",3,-5,1.63,"",33955,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Kota"
9279422297,15043066,2023-04-07 10:39:15.000,2023-04-07 10:55:15.000,2023-04-07 10:54:15.000,"On Time",2129.39,"Card",29442,2698,"Bakhshi Majumdar","Inactive",954722,"Ice Cream","Instant & Frozen Food",616.45,4,"The product met my expectations.","Product Quality","Neutral",2023-04-07 00:00:00.000,"Quantity",3,-1,0.89,"",954722,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Rohtak"
7212771842,80315623,2023-04-29 21:57:29.000,2023-04-29 22:13:29.000,2023-04-29 22:09:29.000,"On Time",4306.01,"Cash",7028,977,"Varenya Banik","New",60619,"Iced Tea","Cold Drinks & Juices",726.41,4,"The product met my expectations.","App Experience","Neutral",2023-04-29 00:00:00.000,"Quantity",3,-4,1.5,"",60619,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Loni"
6888837939,67708491,2024-03-27 14:51:12.000,2024-03-27 15:05:12.000,2024-03-27 15:00:12.000,"On Time",1159.32,"Wallet",18096,3284,"Dalbir Kata","Inactive",274207,"Cough Syrup","Pharmacy",328.51,4,"It was okay, nothing special.","Customer Service","Neutral",2024-03-27 00:00:00.000,"Quantity",3,-5,1.99,"",274207,"https://i.postimg.cc/W3x7FCP9/pharmacy.png","Patiala"
9742461226,34095555,2024-01-01 00:24:00.000,2024-01-01 00:43:00.000,2024-01-01 00:40:00.000,"On Time",949.56,"UPI",16877,4294,"Charan Misra","Premium",478531,"Carrots","Fruits & Vegetables",825.46,4,"It was okay, nothing special.","Customer Service","Neutral",2024-01-01 00:00:00.000,"Quantity",3,-3,1.16,"",478531,"https://i.postimg.cc/sgsWvyb6/fruits.png","Raiganj"
896919031,42366724,2024-10-08 03:01:32.000,2024-10-08 03:12:32.000,2024-10-08 03:11:32.000,"On Time",1440.73,"Wallet",61896,1710,"Quincy Kari","Inactive",378230,"Nuts","Snacks & Munchies",166.42,4,"Average experience, could improve.","Product Quality","Neutral",2024-10-08 00:00:00.000,"Quantity",3,-1,3.17,"",378230,"https://i.postimg.cc/CKP7Ydrp/snacks.png","Saharanpur"
9047652469,71902700,2024-08-05 03:13:47.000,2024-08-05 03:28:47.000,2024-08-05 03:23:47.000,"On Time",370.06,"Card",27774,7572,"Qarin Nazareth","Regular",319388,"Orange Juice","Cold Drinks & Juices",657.8,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2024-08-05 00:00:00.000,"Quantity",3,-5,3.21,"",319388,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Bhind"
3956205476,57892837,2023-06-12 01:00:49.000,2023-06-12 01:18:49.000,2023-06-12 01:17:49.000,"On Time",1386.61,"Wallet",30143,546,"Thomas Bail","Premium",36412,"Dish Soap","Household Care",397.68,4,"The product met my expectations.","Customer Service","Neutral",2023-06-12 00:00:00.000,"Quantity",3,-1,1.61,"",36412,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Bally"
7346858138,16785724,2023-11-22 16:43:38.000,2023-11-22 16:58:38.000,2023-11-22 16:55:38.000,"On Time",1530.63,"UPI",83804,721,"Indali Majumdar","Regular",552496,"Dish Soap","Household Care",508,4,"Delivery was fine, but the product could be better.","Delivery","Neutral",2023-11-22 00:00:00.000,"Quantity",3,-3,1.78,"",552496,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Vellore"
7988504487,8164639,2024-05-14 11:32:09.000,2024-05-14 11:42:09.000,2024-05-14 11:41:09.000,"On Time",3511.92,"Wallet",86506,2304,"Pushti Dhillon","Premium",91670,"Dish Soap","Household Care",439.24,4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral",2024-05-14 00:00:00.000,"Quantity",3,-1,1.73,"",91670,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Gandhidham"
2285302205,13251137,2024-08-25 09:54:40.000,2024-08-25 10:14:40.000,2024-08-25 10:10:40.000,"On Time",4438.92,"Wallet",96870,2655,"Ekalinga Vasa","Premium",970529,"Diapers","Baby Care",827.44,4,"Delivery was fine, but the product could be better.","Product Quality","Neutral",2024-08-25 00:00:00.000,"Quantity",3,-4,2.82,"",970529,"https://i.postimg.cc/k55tvsJW/feeding.png","Rampur"
4884845960,34156884,2023-09-05 12:52:44.000,2023-09-05 13:11:44.000,2023-09-05 13:07:44.000,"On Time",1478.33,"Cash",39010,8710,"Rachita Lal","Regular",34186,"Mangoes","Fruits & Vegetables",925.65,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2023-09-05 00:00:00.000,"Quantity",3,-4,3.47,"",34186,"https://i.postimg.cc/sgsWvyb6/fruits.png","Kolkata"
7706841114,68016312,2024-02-27 02:58:03.000,2024-02-27 03:16:03.000,2024-02-27 03:13:03.000,"On Time",1317.62,"Card",121,2640,"Qarin Bera","Regular",461804,"Sugar","Grocery & Staples",310.69,4,"Delivery was fine, but the product could be better.","Delivery","Neutral",2024-02-27 00:00:00.000,"Quantity",3,-3,3.81,"",461804,"https://i.postimg.cc/jSc7fmbs/grocery.png","Orai"
2304242664,65815155,2024-03-21 08:29:02.000,2024-03-21 08:47:02.000,2024-03-21 08:47:02.000,"On Time",1579.28,"Card",76144,9106,"Amara Palan","New",516376,"Onions","Fruits & Vegetables",877.43,4,"Delivery was fine, but the product could be better.","Delivery","Neutral",2024-03-21 00:00:00.000,"Quantity",3,0,2.7,"",516376,"https://i.postimg.cc/sgsWvyb6/fruits.png","Bangalore"
9556880451,48778633,2023-10-08 11:26:54.000,2023-10-08 11:39:54.000,2023-10-08 11:34:54.000,"On Time",4818.86,"Card",26471,6502,"Sarthak Chaudhari","New",621677,"Frozen Biryani","Instant & Frozen Food",317.8,4,"Average experience, could improve.","Delivery","Neutral",2023-10-08 00:00:00.000,"Quantity",3,-5,0.88,"",621677,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Pimpri-Chinchwad"
6894204435,10700664,2023-06-17 18:35:31.000,2023-06-17 18:53:31.000,2023-06-17 18:48:31.000,"On Time",697.38,"Cash",48874,4816,"Rehaan Tara","Regular",992178,"Pain Reliever","Pharmacy",632.43,4,"Average experience, could improve.","Customer Service","Neutral",2023-06-17 00:00:00.000,"Quantity",3,-5,3.58,"",992178,"https://i.postimg.cc/W3x7FCP9/pharmacy.png","Raebareli"
5960266785,97419742,2023-11-21 05:59:29.000,2023-11-21 06:18:29.000,2023-11-21 06:15:29.000,"On Time",3443.16,"Wallet",88310,5546,"Wishi Doshi","Inactive",760684,"Rice","Grocery & Staples",71.6,4,"The product met my expectations.","Delivery","Neutral",2023-11-21 00:00:00.000,"Quantity",3,-3,1.36,"",760684,"https://i.postimg.cc/jSc7fmbs/grocery.png","Adoni"
7165265639,29265216,2023-08-20 19:02:24.000,2023-08-20 19:14:24.000,2023-08-20 19:09:24.000,"On Time",878.07,"Wallet",71534,9164,"Samuel Buch","New",890232,"Mango Drink","Cold Drinks & Juices",432,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2023-08-20 00:00:00.000,"Quantity",3,-5,4.19,"",890232,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Bidar"
1920923798,71189232,2024-05-01 07:47:34.000,2024-05-01 07:58:34.000,2024-05-01 07:53:34.000,"On Time",887.48,"UPI",52231,3162,"Darsh Bedi","Inactive",451812,"Pain Reliever","Pharmacy",530.85,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2024-05-01 00:00:00.000,"Quantity",3,-5,1.59,"",451812,"https://i.postimg.cc/W3x7FCP9/pharmacy.png","New Delhi"
6846160702,77661491,2023-07-20 15:58:04.000,2023-07-20 16:17:04.000,2023-07-20 16:13:04.000,"On Time",483.05,"Card",89788,3237,"Jyoti Srinivas","New",131937,"Frozen Pizza","Instant & Frozen Food",287.81,4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral",2023-07-20 00:00:00.000,"Quantity",3,-4,1.81,"",131937,"https://i.postimg.cc/1RVwdvpH/ice-cream.png","Hosur"
1811382200,37915052,2023-08-25 19:03:17.000,2023-08-25 19:20:17.000,2023-08-25 19:16:17.000,"On Time",3949.87,"UPI",97252,7829,"Ayush Kade","Regular",131748,"Dog Food","Pet Care",81.35,4,"Average experience, could improve.","Product Quality","Neutral",2023-08-25 00:00:00.000,"Quantity",3,-4,1.62,"",131748,"https://i.postimg.cc/FRMdmQjx/pet-food.png","Jalna"
4248168019,29973346,2024-03-26 14:29:52.000,2024-03-26 14:43:52.000,2024-03-26 14:39:52.000,"On Time",1838.03,"Card",30671,8134,"Pranit Sane","Premium",378676,"Orange Juice","Cold Drinks & Juices",881.42,4,"Delivery was fine, but the product could be better.","Product Quality","Neutral",2024-03-26 00:00:00.000,"Quantity",3,-4,3.42,"",378676,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Sambhal"
8312320295,31076002,2024-06-29 22:21:03.000,2024-06-29 22:36:03.000,2024-06-29 22:36:03.000,"On Time",3212.41,"Wallet",27452,9123,"Urvi Wali","New",654623,"Chips","Snacks & Munchies",422.14,4,"The product met my expectations.","Delivery","Neutral",2024-06-29 00:00:00.000,"Quantity",3,0,2.96,"",654623,"https://i.postimg.cc/CKP7Ydrp/snacks.png","Tinsukia"
4748123248,24144240,2023-08-01 10:02:42.000,2023-08-01 10:15:42.000,2023-08-01 10:14:42.000,"On Time",476.96,"UPI",93163,4332,"Charles Parsa","Regular",673058,"Cough Syrup","Pharmacy",765.76,4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral",2023-08-01 00:00:00.000,"Quantity",3,-1,2.43,"",673058,"https://i.postimg.cc/W3x7FCP9/pharmacy.png","Tezpur"
1368450162,14974554,2023-09-11 00:04:44.000,2023-09-11 00:16:44.000,2023-09-11 00:13:44.000,"On Time",3130.36,"Card",96642,5455,"Kevin Magar","New",525531,"Dog Food","Pet Care",831.1,4,"It was okay, nothing special.","Delivery","Neutral",2023-09-11 00:00:00.000,"Quantity",3,-3,1.92,"",525531,"https://i.postimg.cc/FRMdmQjx/pet-food.png","Baranagar"
1039229544,93730857,2024-08-10 17:00:09.000,2024-08-10 17:14:09.000,2024-08-10 17:10:09.000,"On Time",3303.2,"Cash",89340,9561,"Pratyush Goyal","Premium",243235,"Cat Food","Pet Care",109.03,4,"The product met my expectations.","Customer Service","Neutral",2024-08-10 00:00:00.000,"Quantity",3,-4,4,"",243235,"https://i.postimg.cc/FRMdmQjx/pet-food.png","Singrauli"
2113243643,66269844,2023-12-17 10:59:50.000,2023-12-17 11:13:50.000,2023-12-17 11:13:50.000,"On Time",568.74,"UPI",46402,6700,"Harshil Edwin","Premium",644847,"Salt","Grocery & Staples",622.81,4,"Average experience, could improve.","App Experience","Neutral",2023-12-17 00:00:00.000,"Quantity",3,0,2.8,"",644847,"https://i.postimg.cc/jSc7fmbs/grocery.png","Ghaziabad"
8217899522,18465047,2024-10-08 11:33:14.000,2024-10-08 11:51:14.000,2024-10-08 11:51:14.000,"On Time",3369.67,"Wallet",15587,1604,"Patrick Chaudhry","New",107548,"Cola","Cold Drinks & Juices",891.6,4,"Average experience, could improve.","App Experience","Neutral",2024-10-08 00:00:00.000,"Quantity",3,0,4.1,"",107548,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Ghaziabad"
2067729457,79916464,2023-09-23 01:34:46.000,2023-09-23 01:48:46.000,2023-09-23 01:47:46.000,"On Time",1286.82,"Cash",15319,9617,"Aishani Sunder","New",679321,"Cola","Cold Drinks & Juices",738.46,4,"It was okay, nothing special.","Delivery","Neutral",2023-09-23 00:00:00.000,"Quantity",3,-1,4.67,"",679321,"https://i.postimg.cc/kXrKPWsd/softdrink.png","Shahjahanpur"
9099298435,2233446,2024-02-22 10:18:09.000,2024-02-22 10:36:09.000,2024-02-22 10:35:09.000,"On Time",1327.61,"UPI",21269,5254,"Wakeeta Pillay","New",89084,"Milk","Dairy & Breakfast",598.83,4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral",2024-02-22 00:00:00.000,"Quantity",3,-1,3.41,"",89084,"https://i.postimg.cc/X7wFjX1B/food.png","Panihati"
3136508414,13585482,2024-07-22 15:22:23.000,2024-07-22 15:33:23.000,2024-07-22 15:30:23.000,"On Time",2242.5,"Cash",94346,9976,"Meera Dara","Inactive",435929,"Toilet Cleaner","Household Care",856.89,4,"The product met my expectations.","Delivery","Neutral",2024-07-22 00:00:00.000,"Quantity",3,-3,4.05,"",435929,"https://i.postimg.cc/1tnnLzNt/cleaning-tools.png","Buxar"
3538455450,77345018,2024-09-05 21:10:40.000,2024-09-05 21:29:40.000,2024-09-05 21:28:40.000,"On Time",2447.04,"UPI",63154,8200,"Bishakha Lanka","Regular",799688,"Lotion","Personal Care",309.62,4,"Delivery was fine, but the product could be better.","App Experience","Neutral",2024-09-05 00:00:00.000,"Quantity",3,-1,2.89,"",799688,"https://i.postimg.cc/hvmm7GSw/personal-care.png","Udupi"
7779228340,8395343,2023-06-09 09:44:03.000,2023-06-09 10:02:03.000,2023-06-09 09:57:03.000,"On Time",545.49,"Cash",57356,9297,"Ekani Pingle","New",942001,"Cat Food","Pet Care",671.55,4,"It was okay, nothing special.","Customer Service","Neutral",2023-06-09 00:00:00.000,"Quantity",3,-5,0.56,"",942001,"https://i.postimg.cc/FRMdmQjx/pet-food.png","Bathinda"
3227252410,83023956,2024-02-16 07:53:12.000,2024-02-16 08:11:12.000,2024-02-16 08:09:12.000,"On Time",4307.46,"Cash",66386,8087,"Lopa Kalita","Regular",291238,"Chocolates","Snacks & Munchies",746.03,4,"The product met my expectations.","App Experience","Neutral",2024-02-16 00:00:00.000,"Quantity",3,-2,0.92,"",291238,"https://i.postimg.cc/CKP7Ydrp/snacks.png","Nanded"
6311012195,10857389,2023-07-27 14:54:16.000,2023-07-27 15:11:16.000,2023-07-27 15:09:16.000,"On Time",824.99,"UPI",20432,5396,"Nihal Mital","Inactive",222892,"Tomatoes","Fruits & Vegetables",869.22,4,"Average experience, could improve.","Delivery","Neutral",2023-07-27 00:00:00.000,"Quantity",3,-2,3.44,"",222892,"https://i.postimg.cc/sgsWvyb6/fruits.png","Hindupur"
